city,stateAbb,year,department,expensecat,subdep,expensedescrip,personneltype,group,total
Oklahoma City,OK,2020,Police Department,Non Operating Expense,Public Safety Support,All expense items,All staff,Group 3,64000
Oklahoma City,OK,2020,Police Department,Operations,Administration,All expense items,All staff,Group 3,23005273
Oklahoma City,OK,2020,Police Department,Operations,Command,All expense items,All staff,Group 3,119812101
Oklahoma City,OK,2020,Police Department,Operations,Investigations,All expense items,All staff,Group 3,40283212
Oklahoma City,OK,2020,Police Department,Operations,Public Safety Support,All expense items,All staff,Group 3,25254709
Omaha,NE,2020,Police Department,All-Non Personnel Services,Executive Officer Bureau,All expense items,All staff,Group 3,465234
Omaha,NE,2020,Police Department,All-Non Personnel Services,Investigations,All expense items,All staff,Group 3,734531
Omaha,NE,2020,Police Department,All-Non Personnel Services,Office of the Police Chief,All expense items,All staff,Group 3,114288
Omaha,NE,2020,Police Department,All-Non Personnel Services,Patrol,All expense items,All staff,Group 3,432739
Omaha,NE,2020,Police Department,All-Non Personnel Services,Police Services Bureau,All expense items,All staff,Group 3,14404576
Omaha,NE,2020,Police Department,Capital Projects,Police Services Bureau,All expense items,All staff,Group 3,8.00E+05
Omaha,NE,2020,Police Department,Personnel Services,Executive Officer Bureau,All expense items,All staff,Group 3,8949322
Omaha,NE,2020,Police Department,Personnel Services,Investigations,All expense items,All staff,Group 3,34733449
Omaha,NE,2020,Police Department,Personnel Services,Office of the Police Chief,All expense items,All staff,Group 3,3199073
Omaha,NE,2020,Police Department,Personnel Services,Patrol,All expense items,All staff,Group 3,76036961
Omaha,NE,2020,Police Department,Personnel Services,Police Services Bureau,All expense items,All staff,Group 3,19968570
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Advertising,All staff,Group 5,5750
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Dues,All staff,Group 5,1000
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,IT Maintenance,All staff,Group 5,246954
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,IT Supplies,All staff,Group 5,464704
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Maintenance,All staff,Group 5,311477
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Office Supplies,All staff,Group 5,1000
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Phones,All staff,Group 5,2540
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Professional Fees,All staff,Group 5,606802
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Rentals,All staff,Group 5,182700
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Training,All staff,Group 5,85000
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Transportation,All staff,Group 5,97448
Philadelphia,PA,2020,Police Department,Contractual Services,Administration,Uniforms,All staff,Group 5,287850
Philadelphia,PA,2020,Police Department,Contractual Services,Evidence and Property,IT Supplies,All staff,Group 5,15840
Philadelphia,PA,2020,Police Department,Contractual Services,Evidence and Property,Maintenance,All staff,Group 5,351407
Philadelphia,PA,2020,Police Department,Contractual Services,Evidence and Property,Professional Fees,All staff,Group 5,63960
Philadelphia,PA,2020,Police Department,Contractual Services,Evidence and Property,Rentals,All staff,Group 5,15775
Philadelphia,PA,2020,Police Department,Contractual Services,Evidence and Property,Transportation,All staff,Group 5,2000
Philadelphia,PA,2020,Police Department,Contractual Services,Evidence and Property,Uniforms,All staff,Group 5,35000
Philadelphia,PA,2020,Police Department,Contractual Services,Investigations,Other,All staff,Group 5,65000
Philadelphia,PA,2020,Police Department,Contractual Services,Investigations,Phones,All staff,Group 5,6084
Philadelphia,PA,2020,Police Department,Contractual Services,Investigations,Professional Fees,All staff,Group 5,782032
Philadelphia,PA,2020,Police Department,Contractual Services,Investigations,Uniforms,All staff,Group 5,514000
Philadelphia,PA,2020,Police Department,Contractual Services,Other,IT Supplies,All staff,Group 5,1192
Philadelphia,PA,2020,Police Department,Contractual Services,Other,Maintenance,All staff,Group 5,2000
Philadelphia,PA,2020,Police Department,Contractual Services,Other,Professional Fees,All staff,Group 5,146080
Philadelphia,PA,2020,Police Department,Contractual Services,Other,Transportation,All staff,Group 5,1500
Philadelphia,PA,2020,Police Department,Contractual Services,Other,Uniforms,All staff,Group 5,183000
Philadelphia,PA,2020,Police Department,Contractual Services,Other Specialized Unit,Maintenance,All staff,Group 5,108000
Philadelphia,PA,2020,Police Department,Contractual Services,Other Specialized Unit,Professional Fees,All staff,Group 5,442080
Philadelphia,PA,2020,Police Department,Contractual Services,Other Specialized Unit,Rentals,All staff,Group 5,2000
Philadelphia,PA,2020,Police Department,Contractual Services,Other Specialized Unit,Transportation,All staff,Group 5,1552
Philadelphia,PA,2020,Police Department,Contractual Services,Other Specialized Unit,Uniforms,All staff,Group 5,263000
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Dues,All staff,Group 5,3000
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Maintenance,All staff,Group 5,2000
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Office Supplies,All staff,Group 5,75392
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Overtime,All staff,Group 5,435000
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Phones,All staff,Group 5,1000
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Professional Fees,All staff,Group 5,36138
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Rentals,All staff,Group 5,36946
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Training,All staff,Group 5,156771
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Transportation,All staff,Group 5,7661
Philadelphia,PA,2020,Police Department,Contractual Services,Patrol,Uniforms,All staff,Group 5,1922500
Philadelphia,PA,2020,Police Department,Equipment,Administration,Firefighting and safety,All staff,Group 5,1086744
Philadelphia,PA,2020,Police Department,Equipment,Administration,Furniture,All staff,Group 5,125000
Philadelphia,PA,2020,Police Department,Equipment,Administration,Office Supplies,All staff,Group 5,184973
Philadelphia,PA,2020,Police Department,Equipment,Administration,Other,All staff,Group 5,5313
Philadelphia,PA,2020,Police Department,Equipment,Administration,Photographics,All staff,Group 5,490825
Philadelphia,PA,2020,Police Department,Equipment,Administration,Utilites,All staff,Group 5,170192
Philadelphia,PA,2020,Police Department,Equipment,Evidence and Property,Medical services,All staff,Group 5,12000
Philadelphia,PA,2020,Police Department,Equipment,Evidence and Property,Utilites,All staff,Group 5,3966
Philadelphia,PA,2020,Police Department,Equipment,Investigations,Furniture,All staff,Group 5,1639
Philadelphia,PA,2020,Police Department,Equipment,Investigations,Medical services,All staff,Group 5,26721
Philadelphia,PA,2020,Police Department,Equipment,Investigations,Photographics,All staff,Group 5,725
Philadelphia,PA,2020,Police Department,Equipment,Other,Photographics,All staff,Group 5,1500
Philadelphia,PA,2020,Police Department,Equipment,Other Specialized Unit,Photographics,All staff,Group 5,368000
Philadelphia,PA,2020,Police Department,Equipment,Other Specialized Unit,Utilites,All staff,Group 5,1500
Philadelphia,PA,2020,Police Department,Equipment,Patrol,Firefighting and safety,All staff,Group 5,3542
Philadelphia,PA,2020,Police Department,Equipment,Patrol,Furniture,All staff,Group 5,14000
Philadelphia,PA,2020,Police Department,Equipment,Patrol,Office Supplies,All staff,Group 5,14664
Philadelphia,PA,2020,Police Department,Equipment,Patrol,Other,All staff,Group 5,2140
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Chemicals,All staff,Group 5,4460
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Equipment and machinery,All staff,Group 5,4000
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Facility,All staff,Group 5,43680
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Field Equipment,All staff,Group 5,2041757
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Firefighting and safety,All staff,Group 5,1623748
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Food,All staff,Group 5,340000
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Gasoline,All staff,Group 5,3750
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Maintenance,All staff,Group 5,247236
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Medical services,All staff,Group 5,82000
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Office Supplies,All staff,Group 5,524484
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Photographics,All staff,Group 5,377327
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Printing,All staff,Group 5,234095
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Tools,All staff,Group 5,7848
Philadelphia,PA,2020,Police Department,Materials and Services,Administration,Utilites,All staff,Group 5,279641
Philadelphia,PA,2020,Police Department,Materials and Services,Evidence and Property,Chemicals,All staff,Group 5,15250
Philadelphia,PA,2020,Police Department,Materials and Services,Evidence and Property,Field Equipment,All staff,Group 5,46668
Philadelphia,PA,2020,Police Department,Materials and Services,Evidence and Property,Firefighting and safety,All staff,Group 5,3807
Philadelphia,PA,2020,Police Department,Materials and Services,Evidence and Property,Medical services,All staff,Group 5,920750
Philadelphia,PA,2020,Police Department,Materials and Services,Evidence and Property,Office Supplies,All staff,Group 5,2650
Philadelphia,PA,2020,Police Department,Materials and Services,Evidence and Property,Photographics,All staff,Group 5,45781
Philadelphia,PA,2020,Police Department,Materials and Services,Evidence and Property,Utilites,All staff,Group 5,3000
Philadelphia,PA,2020,Police Department,Materials and Services,Investigations,Field Equipment,All staff,Group 5,621280
Philadelphia,PA,2020,Police Department,Materials and Services,Investigations,Medical services,All staff,Group 5,18659
Philadelphia,PA,2020,Police Department,Materials and Services,Investigations,Photographics,All staff,Group 5,19240
Philadelphia,PA,2020,Police Department,Materials and Services,Investigations,Tools,All staff,Group 5,2000
Philadelphia,PA,2020,Police Department,Materials and Services,Other,Equipment and machinery,All staff,Group 5,300
Philadelphia,PA,2020,Police Department,Materials and Services,Other,Field Equipment,All staff,Group 5,219600
Philadelphia,PA,2020,Police Department,Materials and Services,Other,Office Supplies,All staff,Group 5,4848
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Animal Services,All staff,Group 5,114000
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Facility,All staff,Group 5,38888
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Field Equipment,All staff,Group 5,317611
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Firefighting and safety,All staff,Group 5,101677
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Gasoline,All staff,Group 5,136000
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Office Supplies,All staff,Group 5,470
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Other,All staff,Group 5,361368
Philadelphia,PA,2020,Police Department,Materials and Services,Other Specialized Unit,Utilites,All staff,Group 5,7880
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Field Equipment,All staff,Group 5,41325
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Maintenance,All staff,Group 5,1000
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Office Supplies,All staff,Group 5,2859714
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Other,All staff,Group 5,6400
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Photographics,All staff,Group 5,255973
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Printing,All staff,Group 5,4050
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Transportation,All staff,Group 5,42000
Philadelphia,PA,2020,Police Department,Materials and Services,Patrol,Utilites,All staff,Group 5,6051
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Benefits,Civilian staff,Group 5,11366259
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Benefits,Sworn staff,Group 5,16923623
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Bonus,All staff,Group 5,441564
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Other,All staff,Group 5,5899947
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Other,Sworn staff,Group 5,2068961
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Overtime,Civilian staff,Group 5,3787797
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Overtime,CIvilian staff,Group 5,757727
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Overtime,Sworn staff,Group 5,2995000
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Salaries,Civilian staff,Group 5,26494777
Philadelphia,PA,2020,Police Department,Personnel Services,Administration,Salaries,Sworn staff,Group 5,46595879
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Benefits,Civilian staff,Group 5,3127593
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Benefits,Sworn staff,Group 5,2088396
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Bonus,All staff,Group 5,95225
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Other,All staff,Group 5,524859
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Other,Sworn staff,Group 5,272215
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Overtime,Civilian staff,Group 5,274621
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Overtime,Sworn staff,Group 5,1449188
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Salaries,Civilian staff,Group 5,7290426
Philadelphia,PA,2020,Police Department,Personnel Services,Evidence and Property,Salaries,Sworn staff,Group 5,5749990
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Benefits,Civilian staff,Group 5,274716
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Benefits,Sworn staff,Group 5,31939642
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Bonus,All staff,Group 5,251510
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Other,All staff,Group 5,8949485
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Other,Sworn staff,Group 5,4071440
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Overtime,Civilian staff,Group 5,8540
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Overtime,Sworn staff,Group 5,22158280
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Salaries,Civilian staff,Group 5,640363
Philadelphia,PA,2020,Police Department,Personnel Services,Investigations,Salaries,Sworn staff,Group 5,87939542
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Benefits,Civilian staff,Group 5,519866
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Benefits,Sworn staff,Group 5,11482159
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Bonus,All staff,Group 5,52445
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Other,All staff,Group 5,2960513
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Other,Sworn staff,Group 5,1453553
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Overtime,Civilian staff,Group 5,43832
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Overtime,Sworn staff,Group 5,3354286
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Salaries,Civilian staff,Group 5,1211809
Philadelphia,PA,2020,Police Department,Personnel Services,Other,Salaries,Sworn staff,Group 5,31613874
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Benefits,Civilian staff,Group 5,1688537
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Benefits,Sworn staff,Group 5,15752532
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Bonus,All staff,Group 5,165195
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Other,All staff,Group 5,5422407
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Other,Sworn staff,Group 5,1885082
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Overtime,Civilian staff,Group 5,328701
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Overtime,Sworn staff,Group 5,12542700
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Salaries,Civilian staff,Group 5,3935983
Philadelphia,PA,2020,Police Department,Personnel Services,Other Specialized Unit,Salaries,Sworn staff,Group 5,43371508
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Benefits,Civilian staff,Group 5,1936418
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Benefits,Sworn staff,Group 5,107385474
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Bonus,All staff,Group 5,13457974
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Other,All staff,Group 5,19163691
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Overtime,Civilian staff,Group 5,118879
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Overtime,Sworn staff,Group 5,22646946
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Salaries,All staff,Group 5,21508111
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Salaries,Civilian staff,Group 5,4513796
Philadelphia,PA,2020,Police Department,Personnel Services,Patrol,Salaries,Sworn staff,Group 5,311161470
Phoenix,AZ,2020,Police Department,Capital Projects,All Sub-departments,All expense items,All staff,Group 5,13695694
Phoenix,AZ,2020,Police Department,Contractual Services,All Sub-departments,All expense items,All staff,Group 5,52010977
Phoenix,AZ,2020,Police Department,Debt Service,All Sub-departments,All expense items,All staff,Group 5,2601225
Phoenix,AZ,2020,Police Department,Equipment,All Sub-departments,All expense items,All staff,Group 5,10846485
Phoenix,AZ,2020,Police Department,Personnel Services,All Sub-departments,Benefits,Sworn staff,Group 5,244721000
Phoenix,AZ,2020,Police Department,Personnel Services,All Sub-departments,Salaries,Sworn staff,Group 5,295820000
Phoenix,AZ,2020,Police Department,Personnel Services,All Sub-departments,Salaries/Benefits,Civilian staff,Group 5,113976110
Phoenix,AZ,2020,Police Pensions,All Pension,All Sub-departments,All expense items,All staff,Group 5,175458000
Portland,ME,2020,Police Department,Capital Projects,Technical Services,All Expense items,All staff,Group 5,15000
Portland,ME,2020,Police Department,Contractual Services,Investigations,All expense items,All staff,Group 5,6700
Portland,ME,2020,Police Department,Contractual Services,Operations Support,All expense items,All staff,Group 5,11720
Portland,ME,2020,Police Department,Contractual Services,Patrol,All expense items,Sworn,Group 5,231692
Portland,ME,2020,Police Department,Contractual Services,Technical Services,All expense items,All staff,Group 5,2250
Portland,ME,2020,Police Department,Equipment,Administration,Maintenance,All staff,Group 5,200
Portland,ME,2020,Police Department,Equipment,Investigations,Maintenance,All staff,Group 5,2000
Portland,ME,2020,Police Department,Equipment,Operations Support,Maintenance,All staff,Group 5,34006
Portland,ME,2020,Police Department,Equipment,Other Specialized Unit,Maintenance,All staff,Group 5,250
Portland,ME,2020,Police Department,Equipment,Patrol,Maintenance,Sworn,Group 5,69973
Portland,ME,2020,Police Department,Equipment,Technical Services,Facility,All staff,Group 5,5200
Portland,ME,2020,Police Department,Materials and Services,Administration,Office Supplies,All staff,Group 5,1800
Portland,ME,2020,Police Department,Materials and Services,Investigations,Office Supplies,All staff,Group 5,11950
Portland,ME,2020,Police Department,Materials and Services,Operations Support,Office Supplies,All staff,Group 5,54843
Portland,ME,2020,Police Department,Materials and Services,Other Specialized Unit,Office Supplies,All staff,Group 5,2300
Portland,ME,2020,Police Department,Materials and Services,Patrol,Facility,Sworn,Group 5,480
Portland,ME,2020,Police Department,Materials and Services,Patrol,Office Supplies,Sworn,Group 5,189438
Portland,ME,2020,Police Department,Materials and Services,Technical Services,Facility,All staff,Group 5,11700
Portland,ME,2020,Police Department,Materials and Services,Technical Services,Office Supplies,All staff,Group 5,11500
Portland,ME,2020,Police Department,Other,Administration,Other,All staff,Group 5,10629
Portland,ME,2020,Police Department,Other,Investigations,Other,All staff,Group 5,4034
Portland,ME,2020,Police Department,Other,Operations Support,Other,All staff,Group 5,142240
Portland,ME,2020,Police Department,Other,Other Specialized Unit,Other,All staff,Group 5,4098
Portland,ME,2020,Police Department,Other,Patrol,Other,Sworn,Group 5,26513
Portland,ME,2020,Police Department,Other,Technical Services,Other,All staff,Group 5,17316
Portland,ME,2020,Police Department,Personnel Services,Administration,Benefits,All staff,Group 5,6400
Portland,ME,2020,Police Department,Personnel Services,Administration,Salaries,All staff,Group 5,1255235
Portland,ME,2020,Police Department,Personnel Services,Investigations,Benefits,All staff,Group 5,29490
Portland,ME,2020,Police Department,Personnel Services,Investigations,Salaries,All staff,Group 5,1963501
Portland,ME,2020,Police Department,Personnel Services,Operations Support,Benefits,All staff,Group 5,6000
Portland,ME,2020,Police Department,Personnel Services,Operations Support,Salaries,All staff,Group 5,658632
Portland,ME,2020,Police Department,Personnel Services,Other Specialized Unit,Benefits,All staff,Group 5,16815
Portland,ME,2020,Police Department,Personnel Services,Other Specialized Unit,Salaries,All staff,Group 5,558061
Portland,ME,2020,Police Department,Personnel Services,Patrol,Benefits,Sworn,Group 5,173805
Portland,ME,2020,Police Department,Personnel Services,Patrol,Salaries,Sworn,Group 5,9924632
Portland,ME,2020,Police Department,Personnel Services,Technical Services,Benefits,All staff,Group 5,16700
Portland,ME,2020,Police Department,Personnel Services,Technical Services,Salaries,All staff,Group 5,2280437
Portland,OR,2020,Police Department,Contractual Services,Commications,All expense items,All Staff,Group 3,17614
Portland,OR,2020,Police Department,Contractual Services,Community Relations,All expense items,All Staff,Group 3,103068
Portland,OR,2020,Police Department,Contractual Services,Data Access,All expense items,All Staff,Group 3,4937323
Portland,OR,2020,Police Department,Contractual Services,Emergency Response and Problem Solving,All expense items,All Staff,Group 3,939267
Portland,OR,2020,Police Department,Contractual Services,Employee Performance,All expense items,All Staff,Group 3,117321
Portland,OR,2020,Police Department,Contractual Services,Human Resources Development,All expense items,All Staff,Group 3,3717370
Portland,OR,2020,Police Department,Contractual Services,Investigations,All expense items,All Staff,Group 3,1827927
Portland,OR,2020,Police Department,Contractual Services,Neighborhood Safety,All expense items,All Staff,Group 3,4419554
Portland,OR,2020,Police Department,Contractual Services,Strategy and Finance,All expense items,All Staff,Group 3,4127505
Portland,OR,2020,Police Department,Contractual Services,Traffic ,All expense items,All Staff,Group 3,1490300
Portland,OR,2020,Police Department,Contractual Services,Violence Suppression,All expense items,All Staff,Group 3,5247117
Portland,OR,2020,Police Department,Materials and Services,Commications,All expense items,All Staff,Group 3,36759
Portland,OR,2020,Police Department,Materials and Services,Community Relations,All expense items,All Staff,Group 3,48794
Portland,OR,2020,Police Department,Materials and Services,Data Access,All expense items,All Staff,Group 3,8943187
Portland,OR,2020,Police Department,Materials and Services,Emergency Response and Problem Solving,All expense items,All Staff,Group 3,8140452
Portland,OR,2020,Police Department,Materials and Services,Employee Performance,All expense items,All Staff,Group 3,285081
Portland,OR,2020,Police Department,Materials and Services,Human Resources Development,All expense items,All Staff,Group 3,4088737
Portland,OR,2020,Police Department,Materials and Services,Investigations,All expense items,All Staff,Group 3,1804336
Portland,OR,2020,Police Department,Materials and Services,Neighborhood Safety,All expense items,All Staff,Group 3,428915
Portland,OR,2020,Police Department,Materials and Services,Strategy and Finance,All expense items,All Staff,Group 3,10199828
Portland,OR,2020,Police Department,Materials and Services,Traffic ,All expense items,All Staff,Group 3,3127348
Portland,OR,2020,Police Department,Materials and Services,Violence Suppression,All expense items,All Staff,Group 3,1547114
Portland,OR,2020,Police Department,Personnel Services,Commications,All expense items,All Staff,Group 3,488734
Portland,OR,2020,Police Department,Personnel Services,Community Relations,All expense items,All Staff,Group 3,315922
Portland,OR,2020,Police Department,Personnel Services,Data Access,All expense items,All Staff,Group 3,7749231
Portland,OR,2020,Police Department,Personnel Services,Emergency Response and Problem Solving,All expense items,All Staff,Group 3,71024187
Portland,OR,2020,Police Department,Personnel Services,Employee Performance,All expense items,All Staff,Group 3,3985686
Portland,OR,2020,Police Department,Personnel Services,Human Resources Development,All expense items,All Staff,Group 3,12793570
Portland,OR,2020,Police Department,Personnel Services,Investigations,All expense items,All Staff,Group 3,22673745
Portland,OR,2020,Police Department,Personnel Services,Neighborhood Safety,All expense items,All Staff,Group 3,7178740
Portland,OR,2020,Police Department,Personnel Services,Strategy and Finance,All expense items,All Staff,Group 3,20463982
Portland,OR,2020,Police Department,Personnel Services,Traffic ,All expense items,All Staff,Group 3,9059800
Portland,OR,2020,Police Department,Personnel Services,Violence Suppression,All expense items,All Staff,Group 3,16861812
Providence,RI,2020,Police Department,All Department Expenses,All Sub-departments,Uniforms,All staff,Group 4,871187
Providence,RI,2020,Police Department,All Department Expenses,Animal Services,K9 Equipment,All staff,Group 4,67000
Providence,RI,2020,Police Department,All-Non Personnel Services,Animal Services,Animal Food,All staff,Group 4,29500
Providence,RI,2020,Police Department,All-Non Personnel Services,Animal Services,Equestrian Care,All staff,Group 4,156125
Providence,RI,2020,Police Department,Contractual Services,All Sub-departments,Other services,All staff,Group 4,20000
Providence,RI,2020,Police Department,Contractual Services,All Sub-departments,Professional fees,All staff,Group 4,4450000
Providence,RI,2020,Police Department,Equipment,All Sub-departments,Firearms/Ammunition,All staff,Group 4,130000
Providence,RI,2020,Police Department,Equipment,All Sub-departments,Medical and Chemical supplies,All staff,Group 4,59000
Providence,RI,2020,Police Department,Equipment,All Sub-departments,Rentals,All staff,Group 4,25000
Providence,RI,2020,Police Department,Equipment,All Sub-departments,Transportation,All staff,Group 4,297050
Providence,RI,2020,Police Department,Equipment,Maintenance,Facility,All staff,Group 4,658527
Providence,RI,2020,Police Department,Materials and Services,Administration,Office Supplies,All staff,Group 4,3600
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,All expense items,All staff,Group 4,31392
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Dues and Subscriptions,All staff,Group 4,9420
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Food,All staff,Group 4,4500
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Maintenance,All staff,Group 4,29777
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Office Supplies,All staff,Group 4,25000
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Other,All staff,Group 4,129066
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Phones,All staff,Group 4,12000
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Printing,All staff,Group 4,42850
Providence,RI,2020,Police Department,Materials and Services,All Sub-departments,Transportation,All staff,Group 4,49000
Providence,RI,2020,Police Department,Non-Equipment Expense,All Sub-departments,Professional fees,All staff,Group 4,105000
Providence,RI,2020,Police Department,Personnel Services,All Sub-departments,Benefits,All staff,Group 4,7414197
Providence,RI,2020,Police Department,Personnel Services,All Sub-departments,Legal Fees,All staff,Group 4,63600
Providence,RI,2020,Police Department,Personnel Services,All Sub-departments,Salaries,All staff,Group 4,41067208
Providence,RI,2020,Police Department,Personnel Services,Recruitment,All expense items,All staff,Group 4,71000
Providence,RI,2020,Police Department,Personnel Services,Training,All expense items,All staff,Group 4,330000
Providence,RI,2020,Police Pensions,Personnel Services,All Sub-departments,Retirement/pension,All staff,Group 4,29493031
Raleigh,NC,2020,Police Department,Capital Projects,All Sub-departments,All expense items,All staff,Group 2,3023006
Raleigh,NC,2020,Police Department,Equipment,All Sub-departments,All expense items,All staff,Group 2,359230
Raleigh,NC,2020,Police Department,Operations,All Sub-departments,All expense items,All staff,Group 2,15475537
Raleigh,NC,2020,Police Department,Personnel Services,All Sub-departments,Benefits,All staff,Group 2,26746597
Raleigh,NC,2020,Police Department,Personnel Services,All Sub-departments,Salaries,All staff,Group 2,62668059
Raleigh,NC,2020,Police Department,Transfers,All Sub-departments,All expense items,All staff,Group 2,1422473
Sacramento,CA,2020,Police Department,City Property,All Sub-departments,All expense items,All staff,Group 1,3790980
Sacramento,CA,2020,Police Department,Materials and Services,All Sub-departments,All expense items,All staff,Group 1,10650444
