"citystate","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"Philadelphia, Pennsylvania","2020","Police Department","Contractual Services","Patrol","Professional Fees","All staff","Group 5",36138
"Philadelphia, Pennsylvania","2020","Police Department","Contractual Services","Patrol","Rentals ","All staff","Group 5",36946
"Philadelphia, Pennsylvania","2020","Police Department","Contractual Services","Patrol","Training","All staff","Group 5",1980
"Philadelphia, Pennsylvania","2020","Police Department","Contractual Services","Patrol","Transportation","All staff","Group 5",7661
"Philadelphia, Pennsylvania","2020","Police Department","Contractual Services","Patrol","Uniforms","All staff","Group 5",1922500
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Administration","Firefighting and emergency","All staff","Group 5",1086744
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Administration","Office Supplies","All staff","Group 5",309973
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Administration","Other Equipment","All staff","Group 5",5313
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Administration","Photographics","All staff","Group 5",490825
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Administration","Utilities","All staff","Group 5",170192
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Forensic Services","Hospital and laboratory","All staff","Group 5",12000
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Forensic Services","Utilities","All staff","Group 5",3966
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Intelligence and Homeland Security","Photographics","All staff","Group 5",368000
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Intelligence and Homeland Security","Utilities","All staff","Group 5",1500
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Investigations","Hospital and laboratory","All staff","Group 5",26721
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Investigations","Office Supplies","All staff","Group 5",1639
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Investigations","Photographics","All staff","Group 5",725
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Other","Photographics","All staff","Group 5",1500
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Patrol","Firefighting and emergency","All staff","Group 5",3542
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Patrol","Office Supplies","All staff","Group 5",28664
"Philadelphia, Pennsylvania","2020","Police Department","Equipment","Patrol","Other Equipment","All staff","Group 5",2140
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Chemicals ","All staff","Group 5",4460
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Dry goods and materials","All staff","Group 5",2041757
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Facility","All staff","Group 5",37136
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Firefighting and Safety","All staff","Group 5",1623748
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Food","All staff","Group 5",340000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Gasoline","All staff","Group 5",3750
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Hardware","All staff","Group 5",7811
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Hospital and laboratory","All staff","Group 5",82000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Maintenance","All staff","Group 5",253780
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Office Supplies","All staff","Group 5",520673
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Photographics","All staff","Group 5",377327
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Power tools","All staff","Group 5",7848
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Printing","All staff","Group 5",234095
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Administration","Utilities","All staff","Group 5",279641
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Evidence and Property","Office Supplies","All staff","Group 5",2650
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Forensic Services","Chemicals ","All staff","Group 5",15250
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Forensic Services","Dry goods and materials","All staff","Group 5",46668
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Forensic Services","Firefighting and Safety","All staff","Group 5",3807
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Forensic Services","Hospital and laboratory","All staff","Group 5",920750
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Forensic Services","Photographics","All staff","Group 5",45781
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Forensic Services","Utilities","All staff","Group 5",3000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Animal supplies","All staff","Group 5",114000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Dry goods and materials","All staff","Group 5",317611
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Facility","All staff","Group 5",38888
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Firefighting and Safety","All staff","Group 5",101677
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Gasoline","All staff","Group 5",136000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Office Supplies","All staff","Group 5",470
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Other","All staff","Group 5",361368
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Intelligence and Homeland Security","Utilities","All staff","Group 5",7880
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Investigations","Dry goods and materials","All staff","Group 5",621280
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Investigations","Field equipment","All staff","Group 5",2000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Investigations","Hospital and laboratory","All staff","Group 5",18659
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Investigations","Photographics","All staff","Group 5",19240
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Other","Dry goods and materials","All staff","Group 5",219600
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Other","Field equipment","All staff","Group 5",300
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Other","Office Supplies","All staff","Group 5",4848
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Chemicals ","All staff","Group 5",1500
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Dry goods and materials","All staff","Group 5",2850582
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Machinery","All staff","Group 5",41325
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Maintenance","All staff","Group 5",1000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Minor tools","All staff","Group 5",6400
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Office Supplies","All staff","Group 5",7632
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Photographics","All staff","Group 5",255973
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Printing","All staff","Group 5",4050
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Transportation","All staff","Group 5",42000
"Philadelphia, Pennsylvania","2020","Police Department","Materials and Services","Patrol","Utilities","All staff","Group 5",6051
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Benefits","Civilian staff","Group 5",11366259
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Benefits","Sworn staff","Group 5",16923623
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Overtime","Civilian staff","Group 5",3787797
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Overtime","CIvilian staff","Group 5",757727
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Overtime","Sworn staff","Group 5",2995000
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Salaries","All staff","Group 5",6341511
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Salaries","Civilian staff","Group 5",26494777
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Administration","Salaries","Sworn staff","Group 5",48664840
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Aviation","Benefits","Civilian staff","Group 5",215527
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Aviation","Benefits","Sworn staff","Group 5",4542130
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Aviation","Overtime","Civilian staff","Group 5",27597
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Aviation","Overtime","Sworn staff","Group 5",2778400
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Aviation","Salaries","All staff","Group 5",1195134
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Aviation","Salaries","Civilian staff","Group 5",502393
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Aviation","Salaries","Sworn staff","Group 5",13084789
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Evidence and Property","Salaries","All staff","Group 5",620084
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Evidence and Property","Salaries","Sworn staff","Group 5",272215
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Forensics","Benefits","Civilian staff","Group 5",3127593
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Forensics","Benefits","Sworn staff","Group 5",2088396
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Forensics","Overtime","Civilian staff","Group 5",274621
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Forensics","Overtime","Sworn staff","Group 5",1449188
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Forensics","Salaries","Civilian staff","Group 5",7290426
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Forensics","Salaries","Sworn staff","Group 5",5749990
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Intelligence and Homeland Security","Benefits","Civilian staff","Group 5",1688537
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Intelligence and Homeland Security","Benefits","Sworn staff","Group 5",15752532
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Intelligence and Homeland Security","Overtime","Civilian staff","Group 5",328701
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Intelligence and Homeland Security","Overtime","Sworn staff","Group 5",12542700
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Intelligence and Homeland Security","Salaries","Civilian staff","Group 5",3935983
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Intelligence and Homeland Security","Salaries","Sworn staff","Group 5",43371508
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Investigations","Benefits","Civilian staff","Group 5",274716
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Investigations","Benefits","Sworn staff","Group 5",31939642
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Investigations","Overtime","Civilian staff","Group 5",8540
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Investigations","Overtime","Sworn staff","Group 5",22158280
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Investigations","Salaries","All staff","Group 5",9200995
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Investigations","Salaries","Civilian staff","Group 5",640363
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Investigations","Salaries","Sworn staff","Group 5",92010982
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Other Specialized Unit","Salaries","All staff","Group 5",5587602
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Other Specialized Unit","Salaries","Sworn staff","Group 5",1885082
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Patrol","Benefits","Civilian staff","Group 5",1936418
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Patrol","Benefits","Sworn staff","Group 5",107385474
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Patrol","Overtime","Civilian staff","Group 5",33050
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Patrol","Overtime","Sworn staff","Group 5",22646946
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Patrol","Salaries","All staff","Group 5",54129776
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Patrol","Salaries","Civilian staff","Group 5",4599625
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Patrol","Salaries","Sworn staff","Group 5",311161470
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Professional Standards","Benefits","Civilian staff","Group 5",304339
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Professional Standards","Benefits","Sworn staff","Group 5",6940029
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Professional Standards","Overtime","Civilian staff","Group 5",16235
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Professional Standards","Overtime","Sworn staff","Group 5",575886
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Professional Standards","Salaries","All staff","Group 5",1817824
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Professional Standards","Salaries","Civilian staff","Group 5",709416
"Philadelphia, Pennsylvania","2020","Police Department","Personnel Services","Professional Standards","Salaries","Sworn staff","Group 5",19982638
"Phoenix, Arizona","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 5",52010977
"Phoenix, Arizona","2020","Police Department","Debt Service Payments","All Sub-departments","All expense items","All staff","Group 5",5202450
"Phoenix, Arizona","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 5",24542179
"Phoenix, Arizona","2020","Police Department","Internal Charges","All Sub-departments","All expense items","All staff","Group 5",-12460769
"Phoenix, Arizona","2020","Police Department","Personnel Services","All Sub-departments","Benefits","Sworn staff","Group 5",244721000
"Phoenix, Arizona","2020","Police Department","Personnel Services","All Sub-departments","Salaries","Sworn staff","Group 5",295820000
"Phoenix, Arizona","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Benefits","Civilian staff","Group 5",113976110
"Phoenix, Arizona","2020","Police Pensions","All Pension","All Sub-departments","All expense items","All staff","Group 5",175458000
"Portland, Maine","2020","Police Department","All Departments","Administration","Administrative Services","All staff","Group 4",8425
"Portland, Maine","2020","Police Department","All Departments","Administration","Rentals ","All staff","Group 4",2204
"Portland, Maine","2020","Police Department","All Departments","Evidence and Property","Administrative Services","All staff","Group 4",133960
"Portland, Maine","2020","Police Department","All Departments","Evidence and Property","Rentals ","All staff","Group 4",8280
"Portland, Maine","2020","Police Department","All Departments","Investigations","Administrative Services","All staff","Group 4",1530
"Portland, Maine","2020","Police Department","All Departments","Investigations","Rentals ","All staff","Group 4",2504
"Portland, Maine","2020","Police Department","All Departments","Jetport Security","All expense items","All staff","Group 4",4098
"Portland, Maine","2020","Police Department","All Departments","Patrol","Administrative Services","All staff","Group 4",18738
"Portland, Maine","2020","Police Department","All Departments","Patrol","Rentals ","All staff","Group 4",7775
"Portland, Maine","2020","Police Department","All Departments","Technical Services","Administrative Services","All staff","Group 4",16675
"Portland, Maine","2020","Police Department","All Departments","Technical Services","Rentals ","All staff","Group 4",641
"Portland, Maine","2020","Police Department","Capital Projects","Dispatch Services","All Expense items","All staff","Group 4",15000
"Portland, Maine","2020","Police Department","Contractual Services","Dispatch Services","All expense items","All staff","Group 4",2250
"Portland, Maine","2020","Police Department","Contractual Services","Investigations","All expense items","All staff","Group 4",6700
"Portland, Maine","2020","Police Department","Contractual Services","Operations and Support Services","All expense items","All staff","Group 4",11720
"Portland, Maine","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 4",231692
"Portland, Maine","2020","Police Department","Equipment","Administration","Maintenance","All staff","Group 4",200
"Portland, Maine","2020","Police Department","Equipment","Dispatch Services","Facility","All staff","Group 4",5200
"Portland, Maine","2020","Police Department","Equipment","Investigations","Maintenance","All staff","Group 4",2000
"Portland, Maine","2020","Police Department","Equipment","Jetport Security","Maintenance","All staff","Group 4",250
"Portland, Maine","2020","Police Department","Equipment","Operations and Support Services","Maintenance","All staff","Group 4",34006
"Portland, Maine","2020","Police Department","Equipment","Patrol","Maintenance","All staff","Group 4",69973
"Portland, Maine","2020","Police Department","Materials and Services","Administration","Office Supplies","All staff","Group 4",1800
"Portland, Maine","2020","Police Department","Materials and Services","Dispatch Services","Facility","All staff","Group 4",11700
"Portland, Maine","2020","Police Department","Materials and Services","Dispatch Services","Office Supplies","All staff","Group 4",11500
"Portland, Maine","2020","Police Department","Materials and Services","Investigations","Office Supplies","All staff","Group 4",11950
"Portland, Maine","2020","Police Department","Materials and Services","Jetport Security","Office Supplies","All staff","Group 4",2300
"Portland, Maine","2020","Police Department","Materials and Services","Operations and Support Services","Office Supplies","All staff","Group 4",54843
"Portland, Maine","2020","Police Department","Materials and Services","Patrol","Facility","All staff","Group 4",480
"Portland, Maine","2020","Police Department","Materials and Services","Patrol","Office Supplies","All staff","Group 4",189438
"Portland, Maine","2020","Police Department","Personnel Services","Administration","Benefits","All staff","Group 4",6400
"Portland, Maine","2020","Police Department","Personnel Services","Administration","Salaries","All staff","Group 4",1255235
"Portland, Maine","2020","Police Department","Personnel Services","Dispatch Services","Benefits","All staff","Group 4",16700
"Portland, Maine","2020","Police Department","Personnel Services","Dispatch Services","Salaries","All staff","Group 4",2280437
"Portland, Maine","2020","Police Department","Personnel Services","Investigations","Benefits","All staff","Group 4",29490
"Portland, Maine","2020","Police Department","Personnel Services","Investigations","Field Equipment","All staff","Group 4",1963501
"Portland, Maine","2020","Police Department","Personnel Services","Jetport Security","Benefits","All staff","Group 4",16815
"Portland, Maine","2020","Police Department","Personnel Services","Jetport Security","Salaries","All staff","Group 4",558061
"Portland, Maine","2020","Police Department","Personnel Services","Operations and Support Services","Benefits","All staff","Group 4",6000
"Portland, Maine","2020","Police Department","Personnel Services","Operations and Support Services","Salaries","All staff","Group 4",658632
"Portland, Maine","2020","Police Department","Personnel Services","Patrol","Benefits","All staff","Group 4",173805
"Portland, Maine","2020","Police Department","Personnel Services","Patrol","Salaries","All staff","Group 4",9924632
"Portland, Oregon","2020","Police Department","Contractual Services","Commications","All expense items","All Staff","Group 3",17614
"Portland, Oregon","2020","Police Department","Contractual Services","Community Relations","All expense items","All Staff","Group 3",103068
"Portland, Oregon","2020","Police Department","Contractual Services","Data Access","All expense items","All Staff","Group 3",4937323
"Portland, Oregon","2020","Police Department","Contractual Services","Emergency Response and Problem Solving","All expense items","All Staff","Group 3",939267
"Portland, Oregon","2020","Police Department","Contractual Services","Employee Performance","All expense items","All Staff","Group 3",117321
"Portland, Oregon","2020","Police Department","Contractual Services","Human Resources Development","All expense items","All Staff","Group 3",3717370
"Portland, Oregon","2020","Police Department","Contractual Services","Investigations","All expense items","All Staff","Group 3",1827927
"Portland, Oregon","2020","Police Department","Contractual Services","Neighborhood Safety","All expense items","All Staff","Group 3",4419554
"Portland, Oregon","2020","Police Department","Contractual Services","Strategy and Finance","All expense items","All Staff","Group 3",4127505
"Portland, Oregon","2020","Police Department","Contractual Services","Traffic ","All expense items","All Staff","Group 3",1490300
"Portland, Oregon","2020","Police Department","Contractual Services","Violence Suppression","All expense items","All Staff","Group 3",5247117
"Portland, Oregon","2020","Police Department","Materials and Services","Commications","All expense items","All Staff","Group 3",36759
"Portland, Oregon","2020","Police Department","Materials and Services","Community Relations","All expense items","All Staff","Group 3",48794
"Portland, Oregon","2020","Police Department","Materials and Services","Data Access","All expense items","All Staff","Group 3",8943187
"Portland, Oregon","2020","Police Department","Materials and Services","Emergency Response and Problem Solving","All expense items","All Staff","Group 3",8140452
"Portland, Oregon","2020","Police Department","Materials and Services","Employee Performance","All expense items","All Staff","Group 3",285081
"Portland, Oregon","2020","Police Department","Materials and Services","Human Resources Development","All expense items","All Staff","Group 3",4088737
"Portland, Oregon","2020","Police Department","Materials and Services","Investigations","All expense items","All Staff","Group 3",1804336
"Portland, Oregon","2020","Police Department","Materials and Services","Neighborhood Safety","All expense items","All Staff","Group 3",428915
"Portland, Oregon","2020","Police Department","Materials and Services","Strategy and Finance","All expense items","All Staff","Group 3",10199828
"Portland, Oregon","2020","Police Department","Materials and Services","Traffic ","All expense items","All Staff","Group 3",3127348
"Portland, Oregon","2020","Police Department","Materials and Services","Violence Suppression","All expense items","All Staff","Group 3",1547114
"Portland, Oregon","2020","Police Department","Personnel Services","Commications","All expense items","All Staff","Group 3",488734
"Portland, Oregon","2020","Police Department","Personnel Services","Community Relations","All expense items","All Staff","Group 3",315922
"Portland, Oregon","2020","Police Department","Personnel Services","Data Access","All expense items","All Staff","Group 3",7749231
"Portland, Oregon","2020","Police Department","Personnel Services","Emergency Response and Problem Solving","All expense items","All Staff","Group 3",71024187
"Portland, Oregon","2020","Police Department","Personnel Services","Employee Performance","All expense items","All Staff","Group 3",3985686
"Portland, Oregon","2020","Police Department","Personnel Services","Human Resources Development","All expense items","All Staff","Group 3",12793570
"Portland, Oregon","2020","Police Department","Personnel Services","Investigations","All expense items","All Staff","Group 3",22673745
"Portland, Oregon","2020","Police Department","Personnel Services","Neighborhood Safety","All expense items","All Staff","Group 3",7178740
"Portland, Oregon","2020","Police Department","Personnel Services","Strategy and Finance","All expense items","All Staff","Group 3",20463982
"Portland, Oregon","2020","Police Department","Personnel Services","Traffic ","All expense items","All Staff","Group 3",9059800
"Portland, Oregon","2020","Police Department","Personnel Services","Violence Suppression","All expense items","All Staff","Group 3",16861812
"Providence, Rhode Island","2020","Police Department","All Department Expenses","All Sub-departments","Uniforms","All staff","Group 4",871187
"Providence, Rhode Island","2020","Police Department","All Department Expenses","Animal Services","K9 Equipment","All staff","Group 4",67000
"Providence, Rhode Island","2020","Police Department","All-Non Personnel Services","Animal Services","Animal Food","All staff","Group 4",29500
"Providence, Rhode Island","2020","Police Department","All-Non Personnel Services","Animal Services","Equestrian Care","All staff","Group 4",156125
"Providence, Rhode Island","2020","Police Department","Contractual Services","All Sub-departments","Other services","All staff","Group 4",20000
"Providence, Rhode Island","2020","Police Department","Contractual Services","All Sub-departments","Professional fees","All staff","Group 4",4450000
"Providence, Rhode Island","2020","Police Department","Equipment","All Sub-departments","Firearms/Ammunition","All staff","Group 4",130000
"Providence, Rhode Island","2020","Police Department","Equipment","All Sub-departments","Medical and Chemical supplies","All staff","Group 4",59000
"Providence, Rhode Island","2020","Police Department","Equipment","All Sub-departments","Rentals","All staff","Group 4",25000
"Providence, Rhode Island","2020","Police Department","Equipment","All Sub-departments","Transportation","All staff","Group 4",297050
"Providence, Rhode Island","2020","Police Department","Equipment","Maintenance","Facility","All staff","Group 4",658527
"Providence, Rhode Island","2020","Police Department","Materials and Services","Administration","Office Supplies","All staff","Group 4",3600
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 4",31392
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Dues and Subscriptions","All staff","Group 4",9420
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Food","All staff","Group 4",4500
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Maintenance","All staff","Group 4",29777
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Office Supplies","All staff","Group 4",25000
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Other","All staff","Group 4",129066
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Phones","All staff","Group 4",12000
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Printing","All staff","Group 4",42850
"Providence, Rhode Island","2020","Police Department","Materials and Services","All Sub-departments","Transportation","All staff","Group 4",49000
"Providence, Rhode Island","2020","Police Department","Non-Equipment Expense","All Sub-departments","Professional fees","All staff","Group 4",105000
"Providence, Rhode Island","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 4",7084257
"Providence, Rhode Island","2020","Police Department","Personnel Services","All Sub-departments","Legal Fees","All staff","Group 4",63600
"Providence, Rhode Island","2020","Police Department","Personnel Services","All Sub-departments","Other","All staff","Group 4",329940
"Providence, Rhode Island","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 4",41067208
"Providence, Rhode Island","2020","Police Department","Personnel Services","Recruitment","All expense items","All staff","Group 4",71000
"Providence, Rhode Island","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 4",330000
"Providence, Rhode Island","2020","Police Pensions","Personnel Services","All Sub-departments","Retirement/pension","All staff","Group 4",29493031
"Raleigh, North Carolina","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 2",3023006
"Raleigh, North Carolina","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",359230
"Raleigh, North Carolina","2020","Police Department","Interfund Transfers","All Sub-departments","All expense items","All staff","Group 2",2844946
"Raleigh, North Carolina","2020","Police Department","Operations","All Sub-departments","All expense items","All staff","Group 2",15475537
"Raleigh, North Carolina","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 2",26746597
"Raleigh, North Carolina","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",62668059
"Sacramento, California","2020","Police Department","City Property","All Sub-departments","All expense items","All staff","Group 1",37790980
"Sacramento, California","2020","Police Department","Labor and Supply Offset","All Sub-departments","All expense items","All staff","Group 1",-34024980
"Sacramento, California","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",10650444
"Sacramento, California","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",169901100
"Salt Lake City, Utah","2020","Police Department","Contractual Services","Administration","All expense items","All staff","Group 3",1061443
"Salt Lake City, Utah","2020","Police Department","Contractual Services","Command","All expense items","All staff","Group 3",2424390
"Salt Lake City, Utah","2020","Police Department","Contractual Services","Other Specialized Unit","All expense items","All staff","Group 3",52138
"Salt Lake City, Utah","2020","Police Department","Contractual Services","Special Operations","All expense items","All staff","Group 3",386620
"Salt Lake City, Utah","2020","Police Department","Operations","Administration","All expense items","All staff","Group 3",1638093
"Salt Lake City, Utah","2020","Police Department","Operations","Command","All expense items","All staff","Group 3",389599
"Salt Lake City, Utah","2020","Police Department","Operations","Other Specialized Unit","All expense items","All staff","Group 3",34550
"Salt Lake City, Utah","2020","Police Department","Operations","Special Operations","All expense items","All staff","Group 3",200400
"Salt Lake City, Utah","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",23233115
"Salt Lake City, Utah","2020","Police Department","Personnel Services","Command","All expense items","All staff","Group 3",3220762
"Salt Lake City, Utah","2020","Police Department","Personnel Services","Other Specialized Unit","All expense items","All staff","Group 3",536920
"Salt Lake City, Utah","2020","Police Department","Personnel Services","Special Operations","All expense items","All staff","Group 3",49057709
"San Antonio, Texas","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 1",4985434
"San Antonio, Texas","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",18398091
"San Antonio, Texas","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",5460600
"San Antonio, Texas","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",404546092
"San Antonio, Texas","2020","Police Department","Self Insurance","All Sub-departments","All expense items","All staff","Group 1",39102001
"San Antonio, Texas","2020","Police Department","Transfers","All Sub-departments","All expense items","All staff","Group 1",6599066
"San Diego, California","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 2",50246
"San Diego, California","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 2",34265193
"San Diego, California","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",6950295
"San Diego, California","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 2",13352379
