"","city","stateAbb","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"1944","Portland","OR","2020","Police Department","Personnel Services","Data Access","All expense items","All Staff","Group 3",7749231
"1945","Portland","OR","2020","Police Department","Personnel Services","Emergency Response and Problem Solving","All expense items","All Staff","Group 3",71024187
"1946","Portland","OR","2020","Police Department","Personnel Services","Employee Performance","All expense items","All Staff","Group 3",3985686
"1947","Portland","OR","2020","Police Department","Personnel Services","Human Resources Development","All expense items","All Staff","Group 3",12793570
"1948","Portland","OR","2020","Police Department","Personnel Services","Investigations","All expense items","All Staff","Group 3",22673745
"1949","Portland","OR","2020","Police Department","Personnel Services","Neighborhood Safety","All expense items","All Staff","Group 3",7178740
"1950","Portland","OR","2020","Police Department","Personnel Services","Strategy and Finance","All expense items","All Staff","Group 3",20463982
"1951","Portland","OR","2020","Police Department","Personnel Services","Traffic ","All expense items","All Staff","Group 3",9059800
"1952","Portland","OR","2020","Police Department","Personnel Services","Violence Suppression","All expense items","All Staff","Group 3",16861812
"1953","Providence","RI","2020","Police Department","All-Non Personnel Services","Animal Services","Animal Food","All staff","Group 4",29500
"1954","Providence","RI","2020","Police Department","All-Non Personnel Services","Animal Services","Equestrian Care","All staff","Group 4",156125
"1955","Providence","RI","2020","Police Department","All Department Expenses","All Sub-departments","Uniforms","All staff","Group 4",871187
"1956","Providence","RI","2020","Police Department","All Department Expenses","Animal Services","K9 Equipment","All staff","Group 4",67000
"1957","Providence","RI","2020","Police Department","Contractual Services","All Sub-departments","Other services","All staff","Group 4",20000
"1958","Providence","RI","2020","Police Department","Contractual Services","All Sub-departments","Professional fees","All staff","Group 4",4450000
"1959","Providence","RI","2020","Police Department","Equipment","All Sub-departments","Firearms/Ammunition","All staff","Group 4",130000
"1960","Providence","RI","2020","Police Department","Equipment","All Sub-departments","Medical and Chemical supplies","All staff","Group 4",59000
"1961","Providence","RI","2020","Police Department","Equipment","All Sub-departments","Rentals","All staff","Group 4",25000
"1962","Providence","RI","2020","Police Department","Equipment","All Sub-departments","Transportation","All staff","Group 4",297050
"1963","Providence","RI","2020","Police Department","Equipment","Maintenance","Facility","All staff","Group 4",658527
"1964","Providence","RI","2020","Police Department","Materials and Services","Administration","Office Supplies","All staff","Group 4",3600
"1965","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 4",31392
"1966","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Dues and Subscriptions","All staff","Group 4",9420
"1967","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Food","All staff","Group 4",4500
"1968","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Maintenance","All staff","Group 4",29777
"1969","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Office Supplies","All staff","Group 4",25000
"1970","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Other","All staff","Group 4",129066
"1971","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Phones","All staff","Group 4",12000
"1972","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Printing","All staff","Group 4",42850
"1973","Providence","RI","2020","Police Department","Materials and Services","All Sub-departments","Transportation","All staff","Group 4",49000
"1974","Providence","RI","2020","Police Department","Non-Equipment Expense","All Sub-departments","Professional fees","All staff","Group 4",105000
"1975","Providence","RI","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 4",7414197
"1976","Providence","RI","2020","Police Department","Personnel Services","All Sub-departments","Legal Fees","All staff","Group 4",63600
"1977","Providence","RI","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 4",41067208
"1978","Providence","RI","2020","Police Department","Personnel Services","Recruitment","All expense items","All staff","Group 4",71000
"1979","Providence","RI","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 4",330000
"1980","Providence","RI","2020","Police Pensions","Personnel Services","All Sub-departments","Retirement/pension","All staff","Group 4",29493031
"1981","Raleigh","NC","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 2",3023006
"1982","Raleigh","NC","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",359230
"1983","Raleigh","NC","2020","Police Department","Operations","All Sub-departments","All expense items","All staff","Group 2",15475537
"1984","Raleigh","NC","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 2",26746597
"1985","Raleigh","NC","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",62668059
"1986","Raleigh","NC","2020","Police Department","Transfers","All Sub-departments","All expense items","All staff","Group 2",1422473
"1987","Sacramento","CA","2020","Police Department","City Property","All Sub-departments","All expense items","All staff","Group 1",3790980
"1988","Sacramento","CA","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",10650444
"1989","Sacramento","CA","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",169901100
"1990","Salt Lake City","UT","2020","Police Department","Contractual Services","Administration","All expense items","All staff","Group 3",1061443
"1991","Salt Lake City","UT","2020","Police Department","Contractual Services","Command","All expense items","All staff","Group 3",2424390
"1992","Salt Lake City","UT","2020","Police Department","Contractual Services","Other Specialized Unit","All expense items","All staff","Group 3",52138
"1993","Salt Lake City","UT","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 3",386620
"1994","Salt Lake City","UT","2020","Police Department","Operations","Administration","All expense items","All staff","Group 3",1638083
"1995","Salt Lake City","UT","2020","Police Department","Operations","Command","All expense items","All staff","Group 3",389599
"1996","Salt Lake City","UT","2020","Police Department","Operations","Other Specialized Unit","All expense items","All staff","Group 3",34550
"1997","Salt Lake City","UT","2020","Police Department","Operations","Patrol","All expense items","All staff","Group 3",200400
"1998","Salt Lake City","UT","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 3",23233115
"1999","Salt Lake City","UT","2020","Police Department","Personnel Services","Command","All expense items","All staff","Group 3",3220762
"2000","Salt Lake City","UT","2020","Police Department","Personnel Services","Other Specialized Unit","All expense items","All staff","Group 3",536920
"2001","Salt Lake City","UT","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 3",49057709
"2002","San Antonio","TX","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 1",4985434
"2003","San Antonio","TX","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",18398091
"2004","San Antonio","TX","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 1",5460600
"2005","San Antonio","TX","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",404546092
"2006","San Antonio","TX","2020","Police Department","Self Insurance","All Sub-departments","All expense items","All staff","Group 1",39102001
"2007","San Antonio","TX","2020","Police Department","Transfers","All Sub-departments","All expense items","All staff","Group 1",6599066
"2008","San Diego","CA","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 2",50246
"2009","San Diego","CA","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 2",34265193
"2010","San Diego","CA","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",6950295
"2011","San Diego","CA","2020","Police Department","Materials and Services","All Sub-departments","All expense items","All staff","Group 2",13352379
"2012","San Diego","CA","2020","Police Department","Non-Equipment Expense","All Sub-departments","All expense items","All staff","Group 2",12326197
"2013","San Diego","CA","2020","Police Department","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 2",200988293
"2014","San Diego","CA","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",32062338
"2015","San Diego","CA","2020","Police Department","Personnel Services","All Sub-departments","Risk Management Administration","All staff","Group 2",2824544
"2016","San Diego","CA","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",239267988
"2017","San Francisco","CA","2020","Police Board/Commission","Contractual Services","All Sub-departments","All expense items","All staff","Group 4",1001336
"2018","San Francisco","CA","2020","Police Board/Commission","Equipment","All Sub-departments","All expense items","All staff","Group 4",34918
"2019","San Francisco","CA","2020","Police Board/Commission","Internal Charges","All Sub-departments","All expense items","All staff","Group 4",875051
"2020","San Francisco","CA","2020","Police Board/Commission","Non-Equipment Expense","All Sub-departments","All expense items","All staff","Group 4",160000
"2021","San Francisco","CA","2020","Police Board/Commission","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 4",2702586
"2022","San Francisco","CA","2020","Police Board/Commission","Personnel Services","All Sub-departments","Salaries","All staff","Group 4",6626118
"2023","San Francisco","CA","2020","Police Department","Capital Projects","All Sub-departments","Equipment","All staff","Group 4",6011250
"2024","San Francisco","CA","2020","Police Department","Capital Projects","All Sub-departments","Facility","All staff","Group 4",1625000
"2025","San Francisco","CA","2020","Police Department","Capital Projects","All Sub-departments","Renewals","All staff","Group 4",1e+06
"2026","San Francisco","CA","2020","Police Department","Contractual Attorney","Operations","District Attorney","All staff","Group 4",353288
"2027","San Francisco","CA","2020","Police Department","Contractual Forestry","Operations","Urban Forestry","All staff","Group 4",136000
"2028","San Francisco","CA","2020","Police Department","Contractual Services","Administration","Professional Fees","All staff","Group 4",50000
"2029","San Francisco","CA","2020","Police Department","Contractual Services","Operations","Legal Services","All staff","Group 4",350000
"2030","San Francisco","CA","2020","Police Department","Contractual Services","Operations","Medical Services","All staff","Group 4",1476228
"2031","San Francisco","CA","2020","Police Department","Contractual Services","Operations","Professional Fees","All staff","Group 4",4764022
"2032","San Francisco","CA","2020","Police Department","Contractual Services","Operations","Technical Services","All staff","Group 4",522951
"2033","San Francisco","CA","2020","Police Department","Equipment","Administration","All expense items","All staff","Group 4",4e+05
"2034","San Francisco","CA","2020","Police Department","Equipment","Operations","Field equipment","All staff","Group 4",2746392
"2035","San Francisco","CA","2020","Police Department","Equipment","Operations","Fuels/lubricants","All staff","Group 4",80000
"2036","San Francisco","CA","2020","Police Department","Equipment","Operations","Other","All staff","Group 4",76546
"2037","San Francisco","CA","2020","Police Department","Equipment","Operations","Other supplies","All staff","Group 4",1839490
"2038","San Francisco","CA","2020","Police Department","Equipment","Operations","Phones","All staff","Group 4",3428918
"2039","San Francisco","CA","2020","Police Department","Equipment","Operations","Security ","All staff","Group 4",1992425
"2040","San Francisco","CA","2020","Police Department","Equipment","Operations","Transportation","All staff","Group 4",5797118
"2041","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Administration","Other supplies","All staff","Group 4",1900000
"2042","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Administration","Rentals","All staff","Group 4",14000
"2043","San Francisco","CA","2020","Police Department","Non-Equipment Expense","All Sub-departments","Maintenance","All staff","Group 4",165919
"2044","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Court Fees","All staff","Group 4",49000
"2045","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Dues","All staff","Group 4",56196
"2046","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Facility","All staff","Group 4",3975311
"2047","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","IT Maintenance","All staff","Group 4",10401593
"2048","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Judgements","All staff","Group 4",1665000
"2049","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Maintenance","All staff","Group 4",840015
"2050","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Mayor's Office Services","All staff","Group 4",68929
"2051","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Real Estate","All staff","Group 4",17106567
"2052","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Rentals","All staff","Group 4",51400
"2053","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Social Services","All staff","Group 4",6600
"2054","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Training","All staff","Group 4",1718935
"2055","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Transportation","All staff","Group 4",10000
"2056","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Travel","All staff","Group 4",67250
"2057","San Francisco","CA","2020","Police Department","Non-Equipment Expense","Operations","Utilities","All staff","Group 4",669208
"2058","San Francisco","CA","2020","Police Department","Operations","Operations","Real Estate","All staff","Group 4",96738
"2059","San Francisco","CA","2020","Police Department","Other","Operations","Accountability","All staff","Group 4",1e+05
"2060","San Francisco","CA","2020","Police Department","Other","Operations","Mental Health","All staff","Group 4",102033
"2061","San Francisco","CA","2020","Police Department","Personnel Services","Administration","Benefits","All staff","Group 4",653656
"2062","San Francisco","CA","2020","Police Department","Personnel Services","Administration","Retirement/pensions","All staff","Group 4",1525563
"2063","San Francisco","CA","2020","Police Department","Personnel Services","Administration","Salaries","All staff","Group 4",5498355
"2064","San Francisco","CA","2020","Police Department","Personnel Services","Operations","Benefits","All staff","Group 4",59025150
"2065","San Francisco","CA","2020","Police Department","Personnel Services","Operations","Overtime","All staff","Group 4",29994289
"2066","San Francisco","CA","2020","Police Department","Personnel Services","Operations","Retirement/pensions","All staff","Group 4",87700521
"2067","San Francisco","CA","2020","Police Department","Personnel Services","Operations","Salaries","All staff","Group 4",401890494
"2068","San Francisco","CA","2020","Police Department","Personnel Services","Operations","Special Pay","All staff","Group 4",9008317
"2069","San Francisco","CA","2020","Police Department","Personnel Services","Operations","Worker's Compensation","All staff","Group 4",22188448
"2070","San Francisco","CA","2020","Police Department","Programmatic Projects","All Sub-departments","All expense items","All staff","Group 4",5583177
"2071","San Jose","CA","2020","Independent Police Auditor","All-Non Personnel Services","All Sub-departments","All expense items","All staff","Group 2",55615
"2072","San Jose","CA","2020","Independent Police Auditor","Other","All Sub-departments","All expense items","All staff","Group 2",3000
"2073","San Jose","CA","2020","Independent Police Auditor","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",1000
"2074","San Jose","CA","2020","Independent Police Auditor","Personnel Services","All Sub-departments","Salaries/Benefits","All staff","Group 2",1397427
"2075","San Jose","CA","2020","Police and Fire Pensions","Personnel Services","All Sub-departments","All expense items","All staff","Group 2",7285109
"2076","San Jose","CA","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 2",28829779
"2077","San Jose","CA","2020","Police Department","Non-equipment Expense","All Sub-departments","All expense items","All staff","Group 2",17292048
"2078","San Jose","CA","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",28575551
"2079","San Jose","CA","2020","Police Department","Personnel Services","All Sub-departments","Salaries/Benefits","All staff","Group 2",389769372
"2080","Seattle","WA","2020","Community Police Commission","All Department Expenses","All Sub-departments","All expense items","All staff","Other",1847285
"2081","Seattle","WA","2020","Office of Inspector General for Public Safety","All Department Expenses","All Sub-departments","All expense items","All staff","Other",2648238
"2082","Seattle","WA","2020","Police Department","All Department Expenses","Administration","All expense items","All staff","Other",109116813
"2083","Seattle","WA","2020","Police Department","All Department Expenses","Command","All expense items","All staff","Other",10268376
"2084","Seattle","WA","2020","Police Department","All Department Expenses","Community Relations","All expense items","All staff","Other",13131820
"2085","Seattle","WA","2020","Police Department","All Department Expenses","Compliance and Professional Standards","All expense items","All staff","Other",4610702
"2086","Seattle","WA","2020","Police Department","All Department Expenses","Investigations","All expense items","All staff","Other",59695661
"2087","Seattle","WA","2020","Police Department","All Department Expenses","Patrol","All expense items","All staff","Other",147826693
"2088","Seattle","WA","2020","Police Department","All Department Expenses","Police Accountability","All expense items","All staff","Other",4693942
"2089","Seattle","WA","2020","Police Department","All Department Expenses","Schools","All expense items","All staff","Other",2131785
"2090","Seattle","WA","2020","Police Department","All Department Expenses","Special Operations","All expense items","All staff","Other",57635958
"2091","Seattle","WA","2020","Police Pensions","All Department Expenses","All Sub-departments","All expense items","All staff","Other",26633274
"2092","Sioux Falls","SD","2020","Police Department","Capital Projects","All Sub-departments","Field Equipment","All staff","Group 2",1264000
"2093","Sioux Falls","SD","2020","Police Department","Equipment","All Sub-departments","Field Equipment","All staff","Group 2",2214455
"2094","Sioux Falls","SD","2020","Police Department","Materials and Services","All Sub-departments","Communications","All staff","Group 2",1348673
"2095","Sioux Falls","SD","2020","Police Department","Materials and Services","All Sub-departments","Professional Fees","All staff","Group 2",845147
"2096","Sioux Falls","SD","2020","Police Department","Materials and Services","All Sub-departments","Training","All staff","Group 2",240871
"2097","Sioux Falls","SD","2020","Police Department","Non-Equipment Expense","All Sub-departments","Facility","All staff","Group 2",334075
"2098","Sioux Falls","SD","2020","Police Department","Non-Equipment Expense","All Sub-departments","Maintenance","All staff","Group 2",857350
"2099","Sioux Falls","SD","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 2",1201500
"2100","Sioux Falls","SD","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 2",22351594
"2101","Sioux Falls","SD","2020","Police Department","Personnel Services","All Sub-departments","Special Pay","All staff","Group 2",412161
"2102","Sioux Falls","SD","2020","Police Pensions","Personnel Services","All Sub-departments","Fringe benefits","All staff","Group 2",9958314
"2103","St. Louis","MO","2020","City Marshals","All-Non Personnel Services","All sub departments","All expense items","All Staff","Group 5",16580
"2104","St. Louis","MO","2020","City Marshals","Personnel Services","All sub departments","Benefits","All Staff","Group 5",181467
"2105","St. Louis","MO","2020","City Marshals","Personnel Services","All sub departments","Overtime","All Staff","Group 5",168949
"2106","St. Louis","MO","2020","City Marshals","Personnel Services","All sub departments","Retirement/pension","All Staff","Group 5",75418
"2107","St. Louis","MO","2020","City Marshals","Personnel Services","All sub departments","Salaries","All Staff","Group 5",685130
"2108","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Field Equipment","All Staff","Group 5",218095.28
"2109","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Firearms/Ammunition","All Staff","Group 5",4975
"2110","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Gasoline","All Staff","Group 5",776928.19
"2111","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Health and Safety Services/Supplies","All Staff","Group 5",574097.5
"2112","St. Louis","MO","2020","Police Department","Equipment","All sub departments","IT Supplies and Services","All Staff","Group 5",16222.85
"2113","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Office Supplies","All Staff","Group 5",113855.05
"2114","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Phones","All Staff","Group 5",485.58
"2115","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Recreation Supplies","All Staff","Group 5",7104.36
"2116","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Uniforms","All Staff","Group 5",640826.42
"2117","St. Louis","MO","2020","Police Department","Equipment","All sub departments","Vehicle Equipment","All Staff","Group 5",162.25
"2118","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Health and Safety Services/Supplies","All Staff","Group 5",140308.57
"2119","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","IT Supplies and Services","All Staff","Group 5",173085
"2120","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Medical services","All Staff","Group 5",150583.4
"2121","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Membership Fees","All Staff","Group 5",32885.5
"2122","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Metro Air Support","All Staff","Group 5",260000
"2123","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Prior Year Encumbrance","All Staff","Group 5",1e+06
"2124","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Prior Year Encumbrances","All Staff","Group 5",158654
"2125","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Professional Fees","All Staff","Group 5",372426.13
"2126","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Rentals","All Staff","Group 5",67068.75
"2127","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Surety Bond ","All Staff","Group 5",59964
"2128","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Transportation","All Staff","Group 5",1600.03
"2129","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Travel","All Staff","Group 5",3336.99
"2130","St. Louis","MO","2020","Police Department","Non-equipment Expense","All sub departments","Vehicle Washing","All Staff","Group 5",47118
"2131","St. Louis","MO","2020","Police Department","Operations","All sub departments","Communciations","All Staff","Group 5",1928826.51
"2132","St. Louis","MO","2020","Police Department","Operations","All sub departments","Facility","All Staff","Group 5",10000
"2133","St. Louis","MO","2020","Police Department","Operations","All sub departments","Investigative & Informant","All Staff","Group 5",29255.19
"2134","St. Louis","MO","2020","Police Department","Operations","All sub departments","IT Supplies and Services","All Staff","Group 5",611665.14
"2135","St. Louis","MO","2020","Police Department","Other","All sub departments","Other","All Staff","Group 5",3158608.2
"2136","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Benefits","All Staff","Group 5",9026768.16
"2137","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Benefits","Civilian Staff","Group 5",1236788.85
"2138","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Benefits","Sworn Staff","Group 5",1112021.76
"2139","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Insurance","All Staff","Group 5",164071.31
"2140","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Overtime","Civilian Staff","Group 5",1402463.5
"2141","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Overtime","Sworn Staff","Group 5",10824890.23
"2142","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Retirement/pension","All Staff","Group 5",13861204.52
"2143","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Salaries","Civilian Staff","Group 5",14737795.8
"2144","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Salaries","Sworn Staff","Group 5",55353863.45
"2145","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Scholarship Program","All Staff","Group 5",94817.88
"2146","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Training","All Staff","Group 5",111332.44
"2147","St. Louis","MO","2020","Police Department","Personnel Services","All sub departments","Worker's Compensation","All Staff","Group 5",4236451.46
"2148","St. Louis","MO","2020","Police Pensions","All department Expenses","All sub departments","All expense items","All Staff","Group 5",29733821
"2149","St. Louis","MO","2020","Police Training","All department Expenses","All sub departments","All expense items","All Staff","Group 5",1288255
"2150","Tampa","FL","2020","Police Department","All-Non Personnel Services","All Sub-departments","All expense items","All staff","Group 1",17868050
"2151","Tampa","FL","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 1",4652805
"2152","Tampa","FL","2020","Police Department","Other","All Sub-departments","All expense items","All staff","Group 1",7675361
"2153","Tampa","FL","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",146786246
"2154","Tucson","AZ","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 4",12344400
"2155","Tucson","AZ","2020","Police Department","Contractual Services","Administration","All expense items","All staff","Group 4",57460
"2156","Tucson","AZ","2020","Police Department","Contractual Services","Emergency Management","All expense items","All staff","Group 4",8790
"2157","Tucson","AZ","2020","Police Department","Contractual Services","Forfeiture","All expense items","All staff","Group 4",486780
"2158","Tucson","AZ","2020","Police Department","Contractual Services","Grants","All expense items","All staff","Group 4",5344300
"2159","Tucson","AZ","2020","Police Department","Contractual Services","Impound","All expense items","All staff","Group 4",39880
"2160","Tucson","AZ","2020","Police Department","Contractual Services","Investigations","All expense items","All staff","Group 4",841540
"2161","Tucson","AZ","2020","Police Department","Contractual Services","Office of the Chief of Police","All expense items","All staff","Group 4",551530
"2162","Tucson","AZ","2020","Police Department","Contractual Services","Patrol","All expense items","All staff","Group 4",792600
"2163","Tucson","AZ","2020","Police Department","Contractual Services","Special Operations","All expense items","All staff","Group 4",118440
"2164","Tucson","AZ","2020","Police Department","Contractual Services","Support Services","All expense items","All staff","Group 4",212180
"2165","Tucson","AZ","2020","Police Department","Contractual Services","Technical Services","All expense items","All staff","Group 4",2145840
"2166","Tucson","AZ","2020","Police Department","Contractual Services","Traffic","All expense items","All staff","Group 4",12740
"2167","Tucson","AZ","2020","Police Department","Contractual Services","Training","All expense items","All staff","Group 4",744350
"2168","Tucson","AZ","2020","Police Department","Equipment","Administration","Office Supplies","All staff","Group 4",3260
"2169","Tucson","AZ","2020","Police Department","Equipment","Emergency Management","Field Equipment","All staff","Group 4",1500
"2170","Tucson","AZ","2020","Police Department","Equipment","Forfeiture","Field Equipment","All staff","Group 4",727390
"2171","Tucson","AZ","2020","Police Department","Equipment","Forfeiture","Office Supplies","All staff","Group 4",55000
"2172","Tucson","AZ","2020","Police Department","Equipment","Grants","Field Equipment","All staff","Group 4",1502290
"2173","Tucson","AZ","2020","Police Department","Equipment","Grants","Office Supplies","All staff","Group 4",3884100
"2174","Tucson","AZ","2020","Police Department","Equipment","Impound","Office Supplies","All staff","Group 4",15000
"2175","Tucson","AZ","2020","Police Department","Equipment","Investigations","Field Equipment","All staff","Group 4",6330
"2176","Tucson","AZ","2020","Police Department","Equipment","Investigations","Office Supplies","All staff","Group 4",1215410
"2177","Tucson","AZ","2020","Police Department","Equipment","Office of the Chief of Police","Office Supplies","All staff","Group 4",59350
"2178","Tucson","AZ","2020","Police Department","Equipment","Patrol","Field Equipment","All staff","Group 4",14030
"2179","Tucson","AZ","2020","Police Department","Equipment","Special Operations","Field Equipment","All staff","Group 4",42150
"2180","Tucson","AZ","2020","Police Department","Equipment","Support Services","Field Equipment","All staff","Group 4",20000
"2181","Tucson","AZ","2020","Police Department","Equipment","Support Services","Office Supplies","All staff","Group 4",424510
"2182","Tucson","AZ","2020","Police Department","Equipment","Technical Services","Field Equipment","All staff","Group 4",43270
"2183","Tucson","AZ","2020","Police Department","Equipment","Technical Services","Office Supplies","All staff","Group 4",733520
"2184","Tucson","AZ","2020","Police Department","Equipment","Traffic","Field Equipment","All staff","Group 4",39130
"2185","Tucson","AZ","2020","Police Department","Equipment","Training","Field Equipment","All staff","Group 4",1e+05
"2186","Tucson","AZ","2020","Police Department","Equipment","Training","Office Supplies","All staff","Group 4",867340
"2187","Tucson","AZ","2020","Police Department","Personnel Services","Administration","All expense items","All staff","Group 4",3733730
"2188","Tucson","AZ","2020","Police Department","Personnel Services","Emergency Management","All expense items","All staff","Group 4",992600
"2189","Tucson","AZ","2020","Police Department","Personnel Services","Forfeiture","All expense items","All staff","Group 4",703820
"2190","Tucson","AZ","2020","Police Department","Personnel Services","Grants","All expense items","All staff","Group 4",6093940
"2191","Tucson","AZ","2020","Police Department","Personnel Services","Impound","All expense items","All staff","Group 4",566770
"2192","Tucson","AZ","2020","Police Department","Personnel Services","Investigations","All expense items","All staff","Group 4",35165820
"2193","Tucson","AZ","2020","Police Department","Personnel Services","Office of the Chief of Police","All expense items","All staff","Group 4",8599540
"2194","Tucson","AZ","2020","Police Department","Personnel Services","Patrol","All expense items","All staff","Group 4",86290580
"2195","Tucson","AZ","2020","Police Department","Personnel Services","Special Operations","All expense items","All staff","Group 4",3479480
"2196","Tucson","AZ","2020","Police Department","Personnel Services","Support Services","All expense items","All staff","Group 4",7340580
"2197","Tucson","AZ","2020","Police Department","Personnel Services","Technical Services","All expense items","All staff","Group 4",1825900
"2198","Tucson","AZ","2020","Police Department","Personnel Services","Traffic","All expense items","All staff","Group 4",1772630
"2199","Tucson","AZ","2020","Police Department","Personnel Services","Training","All expense items","All staff","Group 4",3254630
"2200","Tulsa","OK","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 1",5146000
"2201","Tulsa","OK","2020","Police Department","Contractual Services","All Sub-departments","All expense items","All staff","Group 1",12752000
"2202","Tulsa","OK","2020","Police Department","Equipment","All Sub-departments","All expense items","All staff","Group 1",2509000
"2203","Tulsa","OK","2020","Police Department","Personnel Services","All Sub-departments","All expense items","All staff","Group 1",101275000
"2204","Virginia Beach","VA","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 1",952
"2205","Virginia Beach","VA","2020","Police Department","Operations","All Sub-departments","All expense items","All staff","Group 1",15782163
